Language,Type,Modality,Relation,Word,Region
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D1,place,Source,nyamgap,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D1,place,Source,nyammagap,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D1,place,Source,nyagap,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D1,place,Goal,nyagap,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D1,place,Goal,nyambangarn,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Place,kamba,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Place,kambagun,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Source,kambgap,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Source,kammagap,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Source,karda,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Goal,kagaplayin,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D2,place,Goal,kammangarn,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D3,place,Place,karda,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D3,place,Place,kardagun,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D3,place,Goal,karda,oceania
"[OC-47]  Yawuru (Nyulnyulan, Eastern)",D3,place,Goal,kardangarn,oceania
[OC-27]  Motuna (South Bougainville),SI,SI,Place,woo,oceania
[OC-27]  Motuna (South Bougainville),SI,SI,Place,wooki,oceania
[OC-27]  Motuna (South Bougainville),SI,SI,Source,wookitee,oceania
[OC-27]  Motuna (South Bougainville),SI,SI,Goal,woo,oceania
[OC-27]  Motuna (South Bougainville),SI,SI,Goal,wooki,oceania
[OC-27]  Motuna (South Bougainville),D1,place,Place,owo,oceania
[OC-27]  Motuna (South Bougainville),D1,place,Place,ongi,oceania
[OC-27]  Motuna (South Bougainville),D1,place,Source,ongitee,oceania
[OC-27]  Motuna (South Bougainville),D1,place,Goal,owo,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Place,owo,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Place,tii,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Place,tiki,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Place,ongi,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Source,tikitee,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Source,ongitee,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Goal,owo,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Goal,tii,oceania
[OC-27]  Motuna (South Bougainville),D2,place,Goal,ongi,oceania
[OC-27]  Motuna (South Bougainville),D3,place,Place,hoko,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",SI,SI,Place,ki ‘ea,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",SI,SI,Place,tei ‘ea,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",SI,SI,Source,mei ‘ea,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",SI,SI,Goal,ki ‘ea,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D1,place,Place,i konei,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D1,place,Source,mei konei,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D1,place,Goal,ki konei,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D1,place,Goal,mai,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D2,place,Place,i kō,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D2,place,Source,mei kō,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D2,place,Goal,ki kō,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D3,place,Place,i reira,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D3,place,Source,mei reira,oceania
"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",D3,place,Goal,ki reira,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",SI,SI,Place,minyaaya,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",SI,SI,Source,minyaayi,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",SI,SI,Source,minyaayi dhaay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",SI,SI,Source,minyaaya,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",SI,SI,Source,minyaaya dhaay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",SI,SI,Goal,minyaarru,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D1,place,Place,nhalay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D1,place,Place,nguwa,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D1,place,Place,nguwalay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D1,place,Source,ngiilay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D1,place,Goal,marradhaay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D1,place,Goal,dhaay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D2,place,Place,nhama,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D2,place,Place,ngiyarrma,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D2,place,Source,ngiima,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D2,place,Goal,nhamadhaay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D3,place,Place,ngaarri,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D3,place,Source,ngiima,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D3,place,Source,nyiima,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D3,place,Goal,ngaarrigu,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D3,place,Goal,ngaamadhaay,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D4,place,Place,marra,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D4,place,Goal,marragu,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D5,place,Place,ngaama,oceania
"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",D5,place,Goal,ngaamadhaay,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,nainge,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,naingere,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,nainge ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,naingetare,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,deitare,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,deita,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,davore,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,davo,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Place,nainge eto,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Source,nainge eto,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Source,deita eto,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Source,davo,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Source,davo eto,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Goal,nainge,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Goal,nainge ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Goal,naingetare,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Goal,deita,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Goal,deitare,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",SI,SI,Goal,degi neinge,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Place,ei,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Place,ei ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Place,erevira,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Place,ere,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Source,degi erevi,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Source,ai ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D1,place,Goal,ei ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Place,ai,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Place,ai ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Place,ari,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Place,orovira,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Source,ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Source,ai ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D2,place,Goal,ai ta,oceania
"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",D3,place,Place,oi,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Place,yipe,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Place,yipke,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Place,yiperke,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Source,yipke,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Source,yiperke,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Goal,yipke,oceania
"Awtuw (Sepik, Ram) ",SI,SI,Goal,yiperke,oceania
"Awtuw (Sepik, Ram) ",D1,place,Place,ade,oceania
"Awtuw (Sepik, Ram) ",D1,place,Place,tə,oceania
"Awtuw (Sepik, Ram) ",D1,place,Place,tade,oceania
"Awtuw (Sepik, Ram) ",D1,place,Place,ade,oceania
"Awtuw (Sepik, Ram) ",D2,place,Place,opo,oceania
"Awtuw (Sepik, Ram) ",D2,place,Place,reyke,oceania
"Awtuw (Sepik, Ram) ",D2,place,Place,rey,oceania
"Awtuw (Sepik, Ram) ",D2,place,Place,topo,oceania
"Awtuw (Sepik, Ram) ",D2,place,Place,opo,oceania
"Awtuw (Sepik, Ram) ",D2,place,Source,reyke,oceania
"Awtuw (Sepik, Ram) ",D2,place,Source,rey,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Place,wajuwa,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Place,ajuwa,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Place,wajuwara,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Place,ajuwara,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Place,nyambambili,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Source,wajuwangkami,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Source,ajuwangkami,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Source,wajuwarungkami,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Source,ajuwarungkami,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Source,wajungkami,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Source,ajungkami,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Goal,wajuwa,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Goal,ajuwa,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Goal,wajuwara,oceania
[OC-17]  Jingulu (Mirndi),SI,SI,Goal,ajuwara,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Place,nginimbili,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Place,nyinimbili,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Source,nginingkami,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Source,nyiningkami,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Goal,ngarlarli,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Goal,nginingka,oceania
[OC-17]  Jingulu (Mirndi),D1,place,Goal,nyiningka,oceania
[OC-17]  Jingulu (Mirndi),D2,place,Place,jimi,oceania
[OC-17]  Jingulu (Mirndi),D2,place,Source,jimingkami,oceania
[OC-17]  Jingulu (Mirndi),D2,place,Goal,jimingka,oceania
[OC-17]  Jingulu (Mirndi),D3,place,Place,ngunumbili,oceania
[OC-17]  Jingulu (Mirndi),D3,place,Source,ngunungkami,oceania
[OC-17]  Jingulu (Mirndi),D3,place,Source,nginuwangkami,oceania
[OC-17]  Jingulu (Mirndi),D3,place,Source,nginduwungkami,oceania
[OC-17]  Jingulu (Mirndi),D3,place,Goal,ngunangka,oceania
[OC-17]  Jingulu (Mirndi),D3,place,Goal,inangka,oceania
[OC-17]  Jingulu (Mirndi),D4,place,Place,kuyumbili,oceania
[OC-17]  Jingulu (Mirndi),D4,place,Source,kuyungkami,oceania
[OC-17]  Jingulu (Mirndi),D4,place,Goal,kuyungka,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Place,jan,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Place,jana,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Place,janambooroo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Place,janabooroo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Source,janabooroogo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Source,janaboorgo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Goal,jan,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Goal,janangan,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Goal,janambooroongan,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",SI,SI,Goal,janabooroongan,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,bijiiba,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,balaboo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,balab,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,nyalaboo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,nyalab,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,nyoonoo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Place,jarron booroo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Source,bolobo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Goal,jiiba booroo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Goal,balaboo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Goal,balab,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Goal,nyalaboo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Goal,nyalab,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D1,place,Goal,[nyalab  jarron booroo],oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyoon,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyalab,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyin,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyoonoo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyiinba booroo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyoonoomboo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyoonooamba,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Place,nyoonoojamb,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Source,ginyinggo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Source,bijorro,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Source,boonoo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Source,jorro,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Goal,nyoononyingan,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Goal,nyalaboo,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D2,place,Goal,nyalab,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D3,place,Place,mara,oceania
"[OC-5]  Bardi (Nyulnyulan, Western) ",D3,place,Goal,marangan,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",SI,SI,Place,'i fē,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",SI,SI,Source,mei fē,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",SI,SI,Goal,ki fē,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D1,place,Place,'i heni,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D1,place,Source,mei heni,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D1,place,Source,atu,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D1,place,Goal,ki heni,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D1,place,Goal,mai,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Place,ai,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Place,'i ai,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Place,'i hē,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Place,'i hena,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Source,mei ai,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Goal,ki ai,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Goal,atu,oceania
"[OC-43]  Tongan (Austronesian, Oceanic) ",D2,place,Goal,ange,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Place,äŋgiwä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Place,äŋgii,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Place,äŋgikä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Source,äŋgitawä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Source,äŋgitai,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Source,äŋgitakä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Source,äkitakä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Goal,äŋgiŋqäwä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Goal,äŋgiŋqäi,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",SI,SI,Goal,äŋgiŋqäkä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D1,place,Place,täqi,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D1,place,Place,täuun,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D1,place,Source,täqita,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D1,place,Goal,täqiŋqä,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D2,place,Place,iqi,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D2,place,Source,iqita,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D2,place,Source,itaŋi,oceania
"[OC-26]  Menya (Trans-New Guinea, Angan)",D2,place,Goal,iqiŋqä,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",SI,SI,Place,injani,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",SI,SI,Source,injannga,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",SI,SI,Goal,injani,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D1,place,Place,gili,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D1,place,Source,ginngana,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D1,place,Goal,bangarniga,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D1,place,Goal,bangarni,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D1,place,Goal,ginmanji,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D2,place,Place,giliyaga,oceania
"[OC-44]  Wambaya (Mirndi, Ngurlun)",D2,place,Place,giliya,oceania
