Language,Type,Modality,Relation,Word,Region
Tuvinian (Turkic),SI,SI,Source,kayɨɨn,asia
Tuvinian (Turkic),SI,SI,Source,kayɨɨrtan,asia
Tuvinian (Turkic),SI,SI,Goal,kayaa,asia
Tuvinian (Turkic),SI,SI,Goal,kaynaar,asia
Tuvinian (Turkic),D1,place,Place,mɨnda,asia
Tuvinian (Turkic),D1,place,Place,bortta,asia
Tuvinian (Turkic),D1,place,Source,moon,asia
Tuvinian (Turkic),D1,place,Goal,mɨnaar,asia
Tuvinian (Turkic),D1,place,Goal,bortta,asia
Tuvinian (Turkic),D2,place,Place,ɨnda,asia
Tuvinian (Turkic),D2,place,Place,oortta,asia
Tuvinian (Turkic),D2,place,Source,oon,asia
Tuvinian (Turkic),D2,place,Source,oortan,asia
Tuvinian (Turkic),D2,place,Goal,ɨnaar,asia
Tuvinian (Turkic),D3,place,Place,döö ɨnda,asia
Tuvinian (Turkic),D3,place,Place,döönde,asia
Tuvinian (Turkic),D3,place,Place,duunda,asia
Tuvinian (Turkic),D3,place,Source,döön,asia
Yugh (Yeniseian),SI,SI,Place,bisahŋ,asia
Yugh (Yeniseian),SI,SI,Source,birɨr,asia
Yugh (Yeniseian),SI,SI,Source,birər,asia
Yugh (Yeniseian),SI,SI,Goal,birɛhš,asia
Yugh (Yeniseian),D1,place,Place,kidagej,asia
Yugh (Yeniseian),D1,place,Place,kinʼ,asia
Yugh (Yeniseian),D1,place,Source,kinʼi˙r,asia
Yugh (Yeniseian),D1,place,Source,kinʼər,asia
Yugh (Yeniseian),D1,place,Goal,kinʼɛhš,asia
Yugh (Yeniseian),D1,place,Goal,ʌgej,asia
Yugh (Yeniseian),D2,place,Place,tunʼ,asia
Yugh (Yeniseian),D2,place,Source,tunʼɨr,asia
Yugh (Yeniseian),D2,place,Goal,tunʼɛhš,asia
Yugh (Yeniseian),D3,place,Place,kadagej,asia
Yugh (Yeniseian),D3,place,Place,kan,asia
Yugh (Yeniseian),D3,place,Source,kanʼɨ˙r,asia
Yugh (Yeniseian),D3,place,Source,kanʼər,asia
Yugh (Yeniseian),D3,place,Goal,kanʼɛhš,asia
"Dhimal (Sino-Tibetan, Dhimalish)",SI,SI,Place,heta,asia
"Dhimal (Sino-Tibetan, Dhimalish)",SI,SI,Place,hiso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",SI,SI,Source,hisoso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",SI,SI,Goal,heta,asia
"Dhimal (Sino-Tibetan, Dhimalish)",SI,SI,Goal,hiso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D1,place,Place,ita,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D1,place,Place,iso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D1,place,Source,itaso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D1,place,Goal,ita,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D1,place,Goal,iso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D2,place,Place,inta,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D2,place,Place,inso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D2,place,Source,intaso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D2,place,Goal,inta,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D2,place,Goal,inso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D3,place,Place,ota,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D3,place,Place,oso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D3,place,Source,otaso,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D3,place,Goal,ota,asia
"Dhimal (Sino-Tibetan, Dhimalish)",D3,place,Goal,oso,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Place,hangno,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Place,haei,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Place,shano,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Place,shaei,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Source,nangno,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Source,naei,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Goal,shano,asia
"Khasi (Austroasiatic, Khasi-Palaung)",SI,SI,Goal,shaei,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D1,place,Place,hangne,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D1,place,Source,nangne,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D1,place,Goal,hangne,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D1,place,Goal,shane,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D2,place,Place,hangto,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D2,place,Source,nangto,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D2,place,Goal,hangto,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D2,place,Goal,shato,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D3,place,Place,hangtai,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D3,place,Source,nangtai,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D3,place,Goal,hangtai,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D3,place,Goal,shatai,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D4,place,Place,hangta,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D4,place,Source,nangta,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D4,place,Goal,hangta,asia
"Khasi (Austroasiatic, Khasi-Palaung)",D4,place,Goal,shata,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Place,năr,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Place,nălĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Place,zài năr,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Place,zài nălĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Place,shénme dìfang,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Source,cóng năr,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Source,cóng nălĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Goal,năr,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Goal,nălĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Goal,dào năr,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Goal,dào nălĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Goal,shàng năr,asia
"Chinese (Sino-Tibetan, Sinitic)",SI,SI,Goal,shàng nălĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Place,zhèr,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Place,zhèlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Place,zài zhèr,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Place,zài zhèlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Source,cóng zhèr,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Source,cóng zhèlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Goal,zhèr,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Goal,zhèlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Goal,dào zhèr,asia
"Chinese (Sino-Tibetan, Sinitic)",D1,place,Goal,dào zhèlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Place,nàr,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Place,nàlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Place,zaì nàr,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Place,zài nàlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Source,cóng nàr,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Source,cóng nàlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Goal,nàr,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Goal,nàlĭ,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Goal,dào nàr,asia
"Chinese (Sino-Tibetan, Sinitic)",D2,place,Goal,dào nàlĭ,asia
Lamut (Tungusic),SI,SI,Place,awug,asia
Lamut (Tungusic),SI,SI,Source,awgīc,asia
Lamut (Tungusic),SI,SI,Goal,awuskī,asia
Lamut (Tungusic),D1,place,Place,ələ̅,asia
Lamut (Tungusic),D1,place,Source,ərgic,asia
Lamut (Tungusic),D1,place,Goal,əwəski,asia
Lamut (Tungusic),D1,place,Goal,ərtəki,asia
Lamut (Tungusic),D2,place,Place,tala,asia
Lamut (Tungusic),D2,place,Source,targic,asia
Lamut (Tungusic),D2,place,Goal,tawaski,asia
Lamut (Tungusic),D2,place,Goal,tartaki,asia
"Burushaski, Yasin (Burushaski)",SI,SI,Place,án,asia
"Burushaski, Yasin (Burushaski)",SI,SI,Place,áne,asia
"Burushaski, Yasin (Burushaski)",SI,SI,Source,ánum,asia
"Burushaski, Yasin (Burushaski)",SI,SI,Goal,ána,asia
"Burushaski, Yasin (Burushaski)",D1,place,Place,akhó,asia
"Burushaski, Yasin (Burushaski)",D1,place,Place,kho,asia
"Burushaski, Yasin (Burushaski)",D1,place,Place,khit,asia
"Burushaski, Yasin (Burushaski)",D1,place,Source,akhólum,asia
"Burushaski, Yasin (Burushaski)",D1,place,Source,khólum,asia
"Burushaski, Yasin (Burushaski)",D1,place,Goal,akhó,asia
"Burushaski, Yasin (Burushaski)",D1,place,Goal,kho,asia
"Burushaski, Yasin (Burushaski)",D1,place,Goal,akhóla,asia
"Burushaski, Yasin (Burushaski)",D1,place,Goal,akhíta,asia
"Burushaski, Yasin (Burushaski)",D1,place,Goal,khíta,asia
"Burushaski, Yasin (Burushaski)",D2,place,Place,it,asia
"Burushaski, Yasin (Burushaski)",D2,place,Place,íti,asia
"Burushaski, Yasin (Burushaski)",D2,place,Source,ítum,asia
"Burushaski, Yasin (Burushaski)",D2,place,Goal,íta,asia
"Burushaski, Yasin (Burushaski)",D3,place,Place,to,asia
"Burushaski, Yasin (Burushaski)",D3,place,Place,tóle,asia
"Burushaski, Yasin (Burushaski)",D3,place,Source,tólum,asia
"Burushaski, Yasin (Burushaski)",D3,place,Goal,tóla,asia
"Ostyak (Uralic, Khantyic)",SI,SI,Place,kot,asia
"Ostyak (Uralic, Khantyic)",SI,SI,Source,kol’t’ə̂ɣ,asia
"Ostyak (Uralic, Khantyic)",SI,SI,Goal,kǒl,asia
"Ostyak (Uralic, Khantyic)",SI,SI,Goal,kǒlə̂pa,asia
"Ostyak (Uralic, Khantyic)",D1,place,Place,tət,asia
"Ostyak (Uralic, Khantyic)",D1,place,Place,tim tăɣi͜nə̑,asia
"Ostyak (Uralic, Khantyic)",D1,place,Source,xtəlpilt,asia
"Ostyak (Uralic, Khantyic)",D1,place,Source,təltöɣ,asia
"Ostyak (Uralic, Khantyic)",D1,place,Goal,təɣ,asia
"Ostyak (Uralic, Khantyic)",D1,place,Goal,tək,asia
"Ostyak (Uralic, Khantyic)",D1,place,Goal,təɣəpä,asia
"Ostyak (Uralic, Khantyic)",D2,place,Place,ta,asia
"Ostyak (Uralic, Khantyic)",D2,place,Place,tat,asia
"Ostyak (Uralic, Khantyic)",D2,place,Source,taltə̑ɣ,asia
"Ostyak (Uralic, Khantyic)",D2,place,Source,taltoɣ,asia
"Ostyak (Uralic, Khantyic)",D2,place,Source,tŏltə̑ɣ,asia
"Ostyak (Uralic, Khantyic)",D2,place,Goal,taɣə̑pa,asia
"Ostyak (Uralic, Khantyic)",D2,place,Goal,tŏɣ,asia
"Ostyak (Uralic, Khantyic)",D2,place,Goal,tŏɣə̑pa,asia
"Thai (Tai-Kadai, Daic)",SI,SI,Place,nǎy,asia
"Thai (Tai-Kadai, Daic)",SI,SI,Place,thîi nǎy,asia
"Thai (Tai-Kadai, Daic)",SI,SI,Source,càak nǎy,asia
"Thai (Tai-Kadai, Daic)",SI,SI,Goal,nǎy,asia
"Thai (Tai-Kadai, Daic)",SI,SI,Goal,thîi nǎy,asia
"Thai (Tai-Kadai, Daic)",D1,place,Place,thîi nîi,asia
"Thai (Tai-Kadai, Daic)",D1,place,Source,càak nîi,asia
"Thai (Tai-Kadai, Daic)",D1,place,Goal,thîi nîi,asia
"Thai (Tai-Kadai, Daic)",D2,place,Place,thîi nân,asia
"Thai (Tai-Kadai, Daic)",D2,place,Source,càak thîi nân,asia
"Thai (Tai-Kadai, Daic)",D2,place,Goal,thîi nân,asia
"Thai (Tai-Kadai, Daic)",D3,place,Place,thîi nôon,asia
"Thai (Tai-Kadai, Daic)",D3,place,Source,càak thîi nôon,asia
"Thai (Tai-Kadai, Daic)",D3,place,Goal,thîi nôon,asia
"Vietnamese (Austroasiatic, Vietic)",SI,SI,Place,đâu,asia
"Vietnamese (Austroasiatic, Vietic)",SI,SI,Place,ở đâu,asia
"Vietnamese (Austroasiatic, Vietic)",SI,SI,Place,tại đâu,asia
"Vietnamese (Austroasiatic, Vietic)",SI,SI,Source,từ đâu,asia
"Vietnamese (Austroasiatic, Vietic)",SI,SI,Goal,đâu,asia
"Vietnamese (Austroasiatic, Vietic)",D1,place,Place,đây,asia
"Vietnamese (Austroasiatic, Vietic)",D1,place,Place,ở đây,asia
"Vietnamese (Austroasiatic, Vietic)",D1,place,Place,tại đây,asia
"Vietnamese (Austroasiatic, Vietic)",D1,place,Source,từ đây,asia
"Vietnamese (Austroasiatic, Vietic)",D1,place,Goal,đây,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,đấy,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,ở đấy,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,tại đấy,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,đó,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,ở đó,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,tại đó,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,kia,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,ở kia,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Place,tại kia,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Source,từ đấy,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Source,từ đó,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Source,từ kia,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Goal,đấy,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Goal,đó,asia
"Vietnamese (Austroasiatic, Vietic)",D2,place,Goal,kia,asia
Udihe (Tungusic),SI,SI,Place,j’edu,asia
Udihe (Tungusic),SI,SI,Place,j’ele,asia
Udihe (Tungusic),SI,SI,Source,j‘edigi,asia
Udihe (Tungusic),SI,SI,Goal,j’euxi,asia
Udihe (Tungusic),D1,place,Place,odu,asia
Udihe (Tungusic),D1,place,Place,olo,asia
Udihe (Tungusic),D1,place,Place,tetile,asia
Udihe (Tungusic),D1,place,Source,odigi,asia
Udihe (Tungusic),D1,place,Goal,auxi,asia
Udihe (Tungusic),D1,place,Goal,itigi,asia
Udihe (Tungusic),D2,place,Place,utadu,asia
Udihe (Tungusic),D2,place,Place,tadu,asia
Udihe (Tungusic),D2,place,Place,utala,asia
Udihe (Tungusic),D2,place,Place,tala,asia
Udihe (Tungusic),D2,place,Place,tatile,asia
Udihe (Tungusic),D2,place,Source,utadigi,asia
Udihe (Tungusic),D2,place,Source,tadigi,asia
Udihe (Tungusic),D2,place,Goal,utauxi,asia
Udihe (Tungusic),D2,place,Goal,tauxi,asia
Udihe (Tungusic),D2,place,Goal,utatigi,asia
Udihe (Tungusic),D2,place,Goal,tatigi,asia
"Hindi (Indo-European, Indo-Iranian)",SI,SI,Place,kəhã,asia
"Hindi (Indo-European, Indo-Iranian)",SI,SI,Source,kəhã se,asia
"Hindi (Indo-European, Indo-Iranian)",SI,SI,Goal,kəhã,asia
"Hindi (Indo-European, Indo-Iranian)",SI,SI,Goal,kidhər,asia
"Hindi (Indo-European, Indo-Iranian)",D1,place,Place,yəhã,asia
"Hindi (Indo-European, Indo-Iranian)",D1,place,Source,yəhã se,asia
"Hindi (Indo-European, Indo-Iranian)",D1,place,Goal,yəhã,asia
"Hindi (Indo-European, Indo-Iranian)",D1,place,Goal,idhər,asia
"Hindi (Indo-European, Indo-Iranian)",D2,place,Place,vəhã,asia
"Hindi (Indo-European, Indo-Iranian)",D2,place,Source,vəhã se,asia
"Hindi (Indo-European, Indo-Iranian)",D2,place,Goal,vəhã,asia
"Hindi (Indo-European, Indo-Iranian)",D2,place,Goal,udhər,asia
"Santali (Austroasiatic, Mundaic)",SI,SI,Place,okare,asia
"Santali (Austroasiatic, Mundaic)",SI,SI,Place,okare,asia
"Santali (Austroasiatic, Mundaic)",SI,SI,Source,oka khon,asia
"Santali (Austroasiatic, Mundaic)",SI,SI,Source,oka khon,asia
"Santali (Austroasiatic, Mundaic)",SI,SI,Goal,okate,asia
"Santali (Austroasiatic, Mundaic)",SI,SI,Goal,okate,asia
"Santali (Austroasiatic, Mundaic)",D1,place,Place,nonḍe,asia
"Santali (Austroasiatic, Mundaic)",D1,place,Place,nonḍe,asia
"Santali (Austroasiatic, Mundaic)",D1,place,Source,nonḍe khon,asia
"Santali (Austroasiatic, Mundaic)",D1,place,Source,nonḍe khon,asia
"Santali (Austroasiatic, Mundaic)",D1,place,Goal,nonḍe,asia
"Santali (Austroasiatic, Mundaic)",D1,place,Goal,nonḍe,asia
"Santali (Austroasiatic, Mundaic)",D2,place,Place,onḍe,asia
"Santali (Austroasiatic, Mundaic)",D2,place,Place,onḍe,asia
"Santali (Austroasiatic, Mundaic)",D2,place,Source,onḍe khon,asia
"Santali (Austroasiatic, Mundaic)",D2,place,Source,onḍe khon,asia
"Santali (Austroasiatic, Mundaic)",D2,place,Goal,onḍe,asia
"Santali (Austroasiatic, Mundaic)",D2,place,Goal,onḍe,asia
"Santali (Austroasiatic, Mundaic)",D3,place,Place,hanḍe,asia
"Santali (Austroasiatic, Mundaic)",D3,place,Place,hanḍe,asia
"Santali (Austroasiatic, Mundaic)",D3,place,Source,hanḍe khon,asia
"Santali (Austroasiatic, Mundaic)",D3,place,Source,hanḍe khon,asia
"Santali (Austroasiatic, Mundaic)",D3,place,Goal,hanḍe,asia
"Santali (Austroasiatic, Mundaic)",D3,place,Goal,hanḍe,asia
Evenki (Tungusic),SI,SI,Place,idu,asia
Evenki (Tungusic),SI,SI,Source,iduk,asia
Evenki (Tungusic),SI,SI,Source,ekunduk,asia
Evenki (Tungusic),SI,SI,Goal,ile,asia
Evenki (Tungusic),SI,SI,Goal,irtyki,asia
Evenki (Tungusic),D1,place,Place,edu,asia
Evenki (Tungusic),D1,place,Source,eduk,asia
Evenki (Tungusic),D1,place,Source,ergit,asia
Evenki (Tungusic),D1,place,Goal,edu,asia
Evenki (Tungusic),D1,place,Goal,ertyki,asia
Evenki (Tungusic),D1,place,Goal,ele,asia
Evenki (Tungusic),D1,place,Goal,eli,asia
Evenki (Tungusic),D2,place,Place,tadu,asia
Evenki (Tungusic),D2,place,Source,taduk,asia
Evenki (Tungusic),D2,place,Source,target,asia
Evenki (Tungusic),D2,place,Goal,tadu,asia
Evenki (Tungusic),D2,place,Goal,tartyki,asia
Evenki (Tungusic),D2,place,Goal,tala,asia
Evenki (Tungusic),D2,place,Goal,tali,asia
Korean (Koreanic),SI,SI,Place,ǒdi,asia
Korean (Koreanic),SI,SI,Place,ǒdie,asia
Korean (Koreanic),SI,SI,Source,ǒdiesǒ,asia
Korean (Koreanic),SI,SI,Goal,ǒdiro,asia
Korean (Koreanic),SI,SI,Goal,ǒdie,asia
Korean (Koreanic),D1,place,Place,yǒgi,asia
Korean (Koreanic),D1,place,Place,yǒgie,asia
Korean (Koreanic),D1,place,Source,yǒgiesǒ,asia
Korean (Koreanic),D1,place,Goal,yǒgiro,asia
Korean (Koreanic),D1,place,Goal,yǒgie,asia
Korean (Koreanic),D2,place,Place,kǒgi,asia
Korean (Koreanic),D2,place,Place,kǒgie,asia
Korean (Koreanic),D2,place,Source,kǒgiesǒ,asia
Korean (Koreanic),D2,place,Goal,kǒgiro,asia
Korean (Koreanic),D2,place,Goal,kǒgie,asia
Korean (Koreanic),D3,place,Place,chǒgi,asia
Korean (Koreanic),D3,place,Place,chǒgie,asia
Korean (Koreanic),D3,place,Source,chǒgiesǒ,asia
Korean (Koreanic),D3,place,Goal,chǒgiro,asia
Korean (Koreanic),D3,place,Goal,chǒgie,asia
"Belarusian (Indo-European, Slavic)",SI,SI,Place,dze,europe
"Belarusian (Indo-European, Slavic)",SI,SI,Source,adkulʼ,europe
"Belarusian (Indo-European, Slavic)",SI,SI,Source,skulʼ,europe
"Belarusian (Indo-European, Slavic)",SI,SI,Goal,kudy,europe
"Belarusian (Indo-European, Slavic)",D1,place,Place,tut,europe
"Belarusian (Indo-European, Slavic)",D1,place,Source,adsjulʼ,europe
"Belarusian (Indo-European, Slavic)",D1,place,Source,adgėtulʼ,europe
"Belarusian (Indo-European, Slavic)",D1,place,Goal,sjudy,europe
"Belarusian (Indo-European, Slavic)",D2,place,Place,tam,europe
"Belarusian (Indo-European, Slavic)",D2,place,Source,adtjulʼ,europe
"Belarusian (Indo-European, Slavic)",D2,place,Goal,tudy,europe
"Albanian (Indo-European, Albanian)",SI,SI,Place,ku,europe
"Albanian (Indo-European, Albanian)",SI,SI,Source,nga,europe
"Albanian (Indo-European, Albanian)",SI,SI,Goal,ku,europe
"Albanian (Indo-European, Albanian)",SI,SI,Goal,nga,europe
"Albanian (Indo-European, Albanian)",D1,place,Place,këtu,europe
"Albanian (Indo-European, Albanian)",D1,place,Source,prej këtu,europe
"Albanian (Indo-European, Albanian)",D1,place,Source,nga këtu,europe
"Albanian (Indo-European, Albanian)",D1,place,Goal,këtu,europe
"Albanian (Indo-European, Albanian)",D1 B,place,Place,këtej,europe
"Albanian (Indo-European, Albanian)",D1 B,place,Source,së këtejmi,europe
"Albanian (Indo-European, Albanian)",D1 B,place,Source,që këtej,europe
"Albanian (Indo-European, Albanian)",D1 B,place,Source,prej këtej,europe
"Albanian (Indo-European, Albanian)",D1 B,place,Goal,këtej,europe
"Albanian (Indo-European, Albanian)",D2,place,Place,atje,europe
"Albanian (Indo-European, Albanian)",D2,place,Source,prej atje,europe
"Albanian (Indo-European, Albanian)",D2,place,Source,nga atje,europe
"Albanian (Indo-European, Albanian)",D2,place,Goal,atje,europe
"Albanian (Indo-European, Albanian)",D2 B,place,Place,andej,europe
"Albanian (Indo-European, Albanian)",D2 B,place,Source,së andejmi,europe
"Albanian (Indo-European, Albanian)",D2 B,place,Source,që andej,europe
"Albanian (Indo-European, Albanian)",D2 B,place,Source,prej andej,europe
"Albanian (Indo-European, Albanian)",D2 B,place,Goal,andej,europe
"Icelandic (Indo-European, Germanic)",SI,SI,Place,hvar,europe
"Icelandic (Indo-European, Germanic)",SI,SI,Source,hvaðan,europe
"Icelandic (Indo-European, Germanic)",SI,SI,Goal,hvert,europe
"Icelandic (Indo-European, Germanic)",D1,place,Place,hér,europe
"Icelandic (Indo-European, Germanic)",D1,place,Place,hérna,europe
"Icelandic (Indo-European, Germanic)",D1,place,Source,héðan,europe
"Icelandic (Indo-European, Germanic)",D1,place,Goal,hér,europe
"Icelandic (Indo-European, Germanic)",D1,place,Goal,hingað,europe
"Icelandic (Indo-European, Germanic)",D2,place,Place,þar,europe
"Icelandic (Indo-European, Germanic)",D2,place,Place,þarna,europe
"Icelandic (Indo-European, Germanic)",D2,place,Source,þaðan,europe
"Icelandic (Indo-European, Germanic)",D2,place,Goal,þar,europe
"Icelandic (Indo-European, Germanic)",D2,place,Goal,þangað,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",SI,SI,Place,hina,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",SI,SI,Place,hinal,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",SI,SI,Source,hinaj,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",SI,SI,Goal,hiniz,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D1,place,Place,ina,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D1,place,Place,inal,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D1,place,Source,inaj,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D1,place,Source,inlaj,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D1,place,Goal,iniz,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D1,place,Goal,íniqh,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Place,ana,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Place,anal,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Place,hana,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Place,hanal,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Source,anaj,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Source,anlaj,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Source,hanlaj,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Goal,aniz,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Goal,aniqh,europe
"Lezgian (Nakh-Daghestanian, Daghestanian)",D2,place,Goal,haniz,europe
"Croatian (Indo-European, Slavic)",SI,SI,Place,gdje,europe
"Croatian (Indo-European, Slavic)",SI,SI,Source,odakle,europe
"Croatian (Indo-European, Slavic)",SI,SI,Source,otkuda,europe
"Croatian (Indo-European, Slavic)",SI,SI,Source,otkud,europe
"Croatian (Indo-European, Slavic)",SI,SI,Goal,gdje,europe
"Croatian (Indo-European, Slavic)",SI,SI,Goal,kamo,europe
"Croatian (Indo-European, Slavic)",SI,SI,Goal,kuda,europe
"Croatian (Indo-European, Slavic)",SI,SI,Goal,kud,europe
"Croatian (Indo-European, Slavic)",D1,place,Place,ovdje,europe
"Croatian (Indo-European, Slavic)",D1,place,Place,tu,europe
"Croatian (Indo-European, Slavic)",D1,place,Source,odavde,europe
"Croatian (Indo-European, Slavic)",D1,place,Goal,ovdje,europe
"Croatian (Indo-European, Slavic)",D1,place,Goal,ovamo,europe
"Croatian (Indo-European, Slavic)",D2,place,Place,ondje,europe
"Croatian (Indo-European, Slavic)",D2,place,Place,tamo,europe
"Croatian (Indo-European, Slavic)",D2,place,Source,odande,europe
"Croatian (Indo-European, Slavic)",D2,place,Goal,tamo,europe
"Croatian (Indo-European, Slavic)",D2,place,Goal,onamo,europe
"Faroese (Indo-European, Germanic)",SI,SI,Place,hvar,europe
"Faroese (Indo-European, Germanic)",SI,SI,Source,hvaðan,europe
"Faroese (Indo-European, Germanic)",SI,SI,Source,hvaðani,europe
"Faroese (Indo-European, Germanic)",SI,SI,Source,hvar frá,europe
"Faroese (Indo-European, Germanic)",SI,SI,Goal,hvar,europe
"Faroese (Indo-European, Germanic)",SI,SI,Goal,hvagar,europe
"Faroese (Indo-European, Germanic)",D1,place,Place,her,europe
"Faroese (Indo-European, Germanic)",D1,place,Source,hiðan,europe
"Faroese (Indo-European, Germanic)",D1,place,Source,hiðani,europe
"Faroese (Indo-European, Germanic)",D1,place,Source,hiðanífrá,europe
"Faroese (Indo-European, Germanic)",D1,place,Goal,her,europe
"Faroese (Indo-European, Germanic)",D1,place,Goal,higar,europe
